"unigram","bigram","trigram","quadgram","freq"
"so","focused","on","the",2
"so","fun","to","watch",2
"so","get","ready","to",2
"so","glad","i","finally",2
"so","glad","you","like",2
"so","go","ahead","and",2
"so","good","to","me",2
"so","good","to","see",2
"so","great","that","it",2
"so","great","to","see",2
"so","happened","to","be",2
"so","happy","right","now",2
"so","happy","to","have",2
"so","hard","not","to",2
"so","hard","that","he",2
"so","hard","to","find",2
"so","hard","to","see",2
"so","hard","to","win",2
"so","here","are","a",2
"so","here","are","my",2
"so","here","i","am",2
"so","hot","right","now",2
"so","how","did","you",2
"so","i","am","not",2
"so","i","am","sure",2
"so","i","am","very",2
"so","i","better","get",2
"so","i","bought","a",2
"so","i","can","be",2
"so","i","can","eat",2
"so","i","can","hit",2
"so","i","can","make",2
"so","i","can","only",2
"so","i","can","pass",2
"so","i","can","take",2
"so","i","can","try",2
"so","i","can","use",2
"so","i","completely","forgot",2
"so","i","could","have",2
"so","i","could","see",2
"so","i","decided","i",2
"so","i","dont","forget",2
"so","i","dont","see",2
"so","i","ended","up",2
"so","i","get","to",2
"so","i","had","no",2
"so","i","have","been",2
"so","i","have","no",2
"so","i","know","he",2
"so","i","know","i",2
"so","i","know","its",2
"so","i","left","the",2
"so","i","love","it",2
"so","i","managed","to",2
"so","i","packed","up",2
"so","i","searched","the",2
"so","i","think","of",2
"so","i","thought","it",2
"so","i","thought","this",2
"so","i","told","him",2
"so","i","took","her",2
"so","i","tried","to",2
"so","i","want","to",2
"so","i","was","happy",2
"so","i","was","thinking",2
"so","i","will","be",2
"so","if","any","of",2
"so","if","you","can",2
"so","if","you","see",2
"so","im","a","little",2
"so","im","not","sure",2
"so","im","not","too",2
"so","im","thinking","that",2
"so","in","order","to",2
"so","it","came","to",2
"so","it","feels","like",2
"so","it","looks","like",2
"so","it","turns","out",2
"so","it","would","be",2
"so","ive","got","to",2
"so","ive","had","to",2
"so","kind","as","to",2
"so","lets","start","there",2
"so","long","as","the",2
"so","long","as","they",2
"so","long","i","forgot",2
"so","looking","forward","to",2
"so","many","great","things",2
"so","many","more","things",2
"so","many","of","my",2
"so","many","people","i",2
"so","many","people","in",2
"so","many","people","want",2
"so","many","times","in",2
"so","many","tools","to",2
"so","many","wonderful","people",2
"so","much","about","the",2
"so","much","as","to",2
"so","much","before","never",2
"so","much","easier","to",2
"so","much","follow","him",2
"so","much","for","having",2
"so","much","for","that",2
"so","much","fun","at",2
"so","much","fun","we",2
"so","much","fun","with",2
"so","much","i","cant",2
"so","much","i","love",2
"so","much","i","started",2
"so","much","i","want",2
"so","much","if","we",2
"so","much","in","my",2
"so","much","it","was",2
"so","much","love","and",2
"so","much","more","to",2
"so","much","on","the",2
"so","much","right","now",2
"so","much","time","on",2
"so","much","to","ask",2
"so","much","to","the",2
"so","much","will","you",2
"so","now","i","do",2
"so","one","of","the",2
"so","picked","up","a",2
"so","pleased","with","the",2
"so","proud","of","me",2
"so","proud","of","myself",2
"so","proud","of","u",2
"so","real","its","so",2
"so","she","decides","to",2
"so","sick","of","this",2
"so","so","much","will",2
"so","so","so","much",2
"so","sorry","about","that",2
"so","sorry","for","your",2
"so","sorry","i","never",2
"so","sorry","to","hear",2
"so","thankful","and","blessed",2
"so","that","i","dont",2
"so","that","i","was",2
"so","that","if","you",2
"so","that","is","the",2
"so","that","it","doesnt",2
"so","that","she","can",2
"so","that","she","could",2
"so","that","they","can",2
"so","that","they","may",2
"so","that","they","would",2
"so","that","was","a",2
"so","that","we","dont",2
"so","that","we","may",2
"so","that","we","might",2
"so","that","when","i",2
"so","thats","a","good",2
"so","thats","it","for",2
"so","thats","what","i",2
"so","the","fact","that",2
"so","the","next","time",2
"so","the","other","day",2
"so","the","register","includes",2
"so","there","are","no",2
"so","there","is","no",2
"so","there","was","no",2
"so","they","dont","have",2
"so","things","have","been",2
"so","this","is","the",2
"so","this","is","what",2
"so","tired","i","just",2
"so","tired","of","this",2
"so","to","all","my",2
"so","to","speak","i",2
"so","today","i","am",2
"so","today","im","going",2
"so","true","i","was",2
"so","upset","right","now",2
"so","very","proud","of",2
"so","very","very","much",2
"so","we","could","have",2
"so","we","decided","to",2
"so","we","have","been",2
"so","we","just","spent",2
"so","we","need","to",2
"so","well","that","he",2
"so","were","going","to",2
"so","what","are","the",2
"so","what","did","you",2
"so","what","do","you",2
"so","what","exactly","happened",2
"so","wherever","you","are",2
"so","why","do","it",2
"so","with","that","in",2
"so","without","further","ado",2
"so","yeah","it","was",2
"so","you","can","imagine",2
"so","you","can","see",2
"so","you","can","take",2
"so","you","know","exactly",2
"so","you","know","how",2
"so","you","see","the",2
"so","you","want","to",2
"so","you","will","have",2
"so","youll","have","to",2
"so","youre","going","to",2
"social","media","for","the",2
"social","media","is","the",2
"social","media","marketing","ideas",2
"social","media","should","be",2
"social","media","tourism","symposium",2
"social","security","and","pension",2
"society","said","in","a",2
"sodium","percent","calories","from",2
"sofia","coppolas","marie","antoinette",2
"solve","the","problem","of",2
"some","are","in","the",2
"some","codes","start","with",2
"some","days","i","think",2
"some","items","in","the",2
"some","may","think","of",2
"some","members","of","the",2
"some","new","friends","and",2
"some","of","her","own",2
"some","of","it","is",2
"some","of","it","was",2
"some","of","my","fav",2
"some","of","my","other",2
"some","of","our","best",2
"some","of","our","favorite",2
"some","of","the","actors",2
"some","of","the","blogs",2
"some","of","the","comments",2
"some","of","the","construction",2
"some","of","the","finest",2
"some","of","the","issues",2
"some","of","the","men",2
"some","of","the","money",2
"some","of","the","nations",2
"some","of","the","obstacles",2
"some","of","the","stories",2
"some","of","the","words",2
"some","of","their","songs",2
"some","of","them","are",2
"some","of","them","even",2
"some","of","them","have",2
"some","of","them","were",2
"some","of","these","are",2
"some","of","which","have",2
"some","parts","of","the",2
"some","people","act","like",2
"some","people","are","so",2
"some","people","believe","new",2
"some","people","find","fault",2
"some","people","like","to",2
"some","people","out","there",2
"some","point","but","at",2
"some","quality","time","with",2
"some","reason","i","cant",2
"some","stuff","in","there",2
"some","things","out","of",2
"some","time","in","the",2
"some","what","of","a",2
"somebody","is","going","to",2
"someone","bring","me","food",2
"someone","has","hacked","your",2
"someone","if","they","dont",2
"someone","in","your","family",2
"someone","once","told","me",2
"someone","please","take","me",2
"someone","please","tell","me",2
"someone","sent","me","a",2
"someone","talk","to","me",2
"someone","thatll","love","me",2
"someone","to","tell","me",2
"someone","who","is","not",2
"something","baby","dont","be",2
"something","else","to","make",2
"something","every","single","day",2
"something","for","her","to",2
"something","for","me","to",2
"something","fun","to","do",2
"something","has","to","be",2
"something","in","the","air",2
"something","ive","been","doing",2
"something","like","this","i",2
"something","out","of","a",2
"something","out","of","the",2
"something","set","it","free",2
"something","that","could","be",2
"something","that","i","had",2
"something","that","i","want",2
"something","that","i","would",2
"something","that","is","a",2
"something","that","needs","to",2
"something","that","we","had",2
"something","that","will","be",2
"something","that","would","be",2
"something","that","would","have",2
"something","that","you","can",2
"something","thats","hard","to",2
"something","to","be","said",2
"something","to","do","tonight",2
"something","to","keep","in",2
"something","to","look","forward",2
"something","to","think","about",2
"something","to","wear","for",2
"something","you","can","do",2
"something","you","dont","have",2
"sometimes","i","think","i",2
"sometimes","i","think","we",2
"sometimes","i","wonder","what",2
"sometimes","quirky","and","outgoing",2
"sometimes","you","just","dont",2
"sometimes","you","need","to",2
"son","and","i","are",2
"son","of","god","jesus",2
"son","was","willing","to",2
"song","i","was","listening",2
"song","of","fire","and",2
"songs","of","all","time",2
"songs","that","have","been",2
"soon","as","i","could",2
"soon","as","i","saw",2
"soon","as","it","is",2
"soon","as","you","are",2
"soon","be","able","to",2
"soon","so","i","can",2
"sooner","rather","than","later",2
"sorry","cant","help","you",2
"sorry","for","the","late",2
"sorry","i","cant","be",2
"sorry","i","didnt","get",2
"sorry","i","didnt","know",2
"sorry","i","missed","this",2
"sorry","that","i","never",2
"sorry","the","picture","is",2
"sort","of","guy","who",2
"soul","of","the","giver",2
"sounds","a","lot","better",2
"sounds","a","lot","like",2
"sounds","good","right","now",2
"sounds","like","a","job",2
"sounds","like","a","recipe",2
"sounds","like","i","should",2
"soup","of","the","day",2
"sources","close","to","the",2
"south","african","post","office",2
"south","carolina","attractions","a",2
"south","carolina","attractions","and",2
"south","of","the","border",2
"south","yorkshire","probation","trust",2
"southern","committee","chairman","to",2
"southwest","naito","parkway","and",2
"spain","climbed","mount","kilimanjaro",2
"span","so","the","register",2
"speak","on","behalf","of",2
"speak","publicly","about","the",2
"speaker","of","the","house",2
"speaker","steve","tilley","rperryville",2
"speaking","in","front","of",2
"speaking","of","which","i",2
"special","place","in","hell",2
"special","place","in","my",2
"special","to","the","oregonian",2
"special","to","the","plain",2
"speech","in","which","she",2
"speeding","up","the","process",2
"spend","a","few","minutes",2
"spend","a","good","quantity",2
"spend","more","time","with",2
"spend","most","of","our",2
"spend","some","time","with",2
"spend","the","night","with",2
"spend","the","whole","day",2
"spend","time","with","you",2
"spend","time","with","your",2
"spending","some","time","with",2
"spending","the","day","with",2
"spending","time","with","my",2
"spending","time","with","your",2
"spent","a","couple","of",2
"spent","four","years","in",2
"spent","more","than","million",2
"spent","more","than","two",2
"spent","most","of","her",2
"spent","most","of","my",2
"spent","much","of","the",2
"spent","quality","time","with",2
"spent","so","much","money",2
"spent","the","last","hours",2
"spent","the","last","years",2
"spent","the","night","with",2
"spirit","of","the","season",2
"spoke","at","the","meeting",2
"spoke","on","condition","of",2
"spokesman","joe","orlando","said",2
"spokesman","michael","drewniak","said",2
"spokeswoman","leslie","aun","said",2
"sponsor","this","week","is",2
"sponsored","by","the","national",2
"sponsored","by","us","rep",2
"sports","car","race","with",2
"spot","in","the","bullpen",2
"spread","a","three","card",2
"spring","break","this","week",2
"spring","when","the","sea",2
"spurs","are","without","question",2
"spy","on","her","owners",2
"squandering","ourselves","for","a",2
"square","complex","on","east",2
"square","feet","of","office",2
"squarefoot","home","originally","built",2
"squeeze","the","juice","from",2
"sr","said","of","the",2
"ssl","server","in","san",2
"st","charles","chamber","of",2
"st","charles","the","mission",2
"st","john","resort","villas",2
"st","louis","circuit","court",2
"st","louis","county","and",2
"st","louis","county","circuit",2
"st","louis","county","superintendents",2
"st","louis","during","the",2
"st","louis","in","the",2
"st","louis","was","the",2
"st","louis","which","has",2
"st","marys","episcopal","day",2
"st","near","first","street",2
"st","patricks","day","everyone",2
"st","pauls","school","for",2
"staff","it","was","the",2
"stage","i","thought","the",2
"stage","just","before","he",2
"stand","in","the","rain",2
"stand","on","their","own",2
"stand","your","ground","law",2
"standards","adopted","by","states",2
"standards","of","what","is",2
"standing","at","a","bus",2
"standing","next","to","a",2
"standing","next","to","me",2
"standing","up","for","you",2
"stands","to","reason","that",2
"star","in","the","making",2
"stare","out","the","window",2
"stared","at","the","wall",2
"start","coming","back","to",2
"start","of","a","great",2
"start","of","a","new",2
"start","of","climate","change",2
"start","of","the","season",2
"start","of","the","second",2
"start","of","the","year",2
"start","talking","to","me",2
"start","the","new","topic",2
"start","the","process","of",2
"start","to","see","the",2
"start","your","weekend","off",2
"started","out","as","an",2
"started","out","on","a",2
"starting","the","week","off",2
"starting","to","feel","like",2
"starting","to","get","into",2
"starts","out","as","a",2
"state","and","federal","law",2
"state","and","local","government",2
"state","attorney","generals","office",2
"state","champ","in","the",2
"state","chapter","of","the",2
"state","coach","thad","matta",2
"state","commissioner","of","education",2
"state","department","of","education",2
"state","department","of","environmental",2
"state","department","of","transportation",2
"state","is","facing","a",2
"state","of","the","city",2
"state","sen","chris","romer",2
"state","sen","joseph","vitale",2
"state","sen","ron","gould",2
"state","university","wolstein","center",2
"states","and","the","district",2
"states","and","the","federal",2
"states","where","it","has",2
"statewide","about","percent","of",2
"statute","of","limitations","is",2
"stay","at","her","house",2
"stay","at","home","mom",2
"stay","connected","with","your",2
"stay","for","a","few",2
"stay","in","the","game",2
"stay","out","of","it",2
"stay","out","of","the",2
"stay","out","of","trouble",2
"stay","tuned","for","a",2
"stay","tuned","for","details",2
"stay","tuned","for","information",2
"stay","with","you","and",2
"stayed","at","home","to",2
"stayed","there","until","the",2
"staying","up","to","watch",2
"stays","open","until","pm",2
"step","back","and","see",2
"step","by","step","instructions",2
"step","forward","for","the",2
"stepped","up","to","the",2
"stick","close","to","the",2
"stick","it","in","the",2
"stick","my","dick","in",2
"still","a","lot","of",2
"still","available","for","the",2
"still","be","in","the",2
"still","cant","believe","it",2
"still","cant","get","over",2
"still","feel","like","im",2
"still","going","strong","and",2
"still","going","to","be",2
"still","got","time","to",2
"still","have","a","few",2
"still","have","a","great",2
"still","have","lots","of",2
"still","have","more","work",2
"still","have","work","to",2
"still","in","love","with",2
"still","in","search","of",2
"still","in","the","early",2
"still","listening","to","the",2
"still","need","to","be",2
"still","not","too","late",2
"still","on","the","air",2
"still","on","the","floor",2
"still","part","of","the",2
"still","under","a","conservatorship",2
"still","working","on","my",2
"stock","in","the","sp",2
"stoned","out","of","their",2
"stones","throw","from","the",2
"stood","out","against","the",2
"stood","out","to","me",2
"stop","breathing","rx","tell",2
"stop","by","and","see",2
"stop","by","and","take",2
"stop","by","for","a",2
"stop","by","to","pick",2
"stop","holiday","lighting","from",2
"stop","in","and","try",2
"stop","looking","at","my",2
"stop","to","think","about",2
"stop","you","in","your",2
"stopped","for","a","moment",2
"stopped","traffic","on","the",2
"stopping","by","today","i",2
"stopping","us","right","now",2
"store","for","the","first",2
"store","it","will","be",2
"store","or","you","can",2
"store","paintball","fields","or",2
"store","to","pick","up",2
"story","about","a","boy",2
"story","here","is","that",2
"story","i","really","wanted",2
"story","is","told","in",2
"story","of","a","girl",2
"story","or","poem","or",2
"stranger","and","that","feels",2
"stretching","out","on","the",2
"striking","out","four","in",2
"struck","me","as","a",2
"struck","out","to","end",2
"struggle","for","freedom","and",2
"struggle","to","get","a",2
"stuck","in","the","middle",2
"student","loan","interest","rates",2
"students","at","the","university",2
"study","a","team","of",2
"study","sofia","coppolas","marie",2
"stuff","all","the","time",2
"stupid","can","u","be",2
"style","of","back","boleo",2
"subscribe","to","this","blog",2
"success","in","life","is",2
"success","over","the","years",2
"such","a","good","day",2
"such","a","good","movie",2
"such","a","good","song",2
"such","a","great","job",2
"such","a","great","time",2
"such","a","long","period",2
"such","a","precious","commodity",2
"such","a","sense","of",2
"such","a","young","age",2
"such","an","awesome","movie",2
"such","arcana","seriously","and",2
"such","as","the","state",2
"such","as","this","one",2
"such","good","care","of",2
"sudan","and","south","sudan",2
"suffered","a","heart","attack",2
"summer","camp","for","children",2
"summer","queen","of","disco",2
"sums","of","money","for",2
"sun","is","not","the",2
"sunday","morning","from","the",2
"sundays","win","over","the",2
"suns","out","the","suns",2
"super","excited","to","see",2
"superintendent","in","montgomery","county",2
"support","a","path","to",2
"support","as","well","as",2
"support","each","other","for",2
"support","from","the","community",2
"support","in","the","legislature",2
"support","the","nature","conservancy",2
"supporting","actress","in","a",2
"supportive","of","each","other",2
"supportive","of","the","blog",2
"suppose","i","could","have",2
"supposed","to","be","about",2
"supposed","to","be","bad",2
"supposed","to","be","here",2
"supposed","to","be","on",2
"supposed","to","be","the",2
"supposed","to","do","with",2
"supposed","to","have","a",2
"supposed","to","tell","you",2
"sure","a","lot","of",2
"sure","he","doesnt","get",2
"sure","how","i","feel",2
"sure","how","to","get",2
"sure","if","ill","be",2
"sure","it","is","but",2
"sure","it","will","be",2
"sure","that","not","only",2
"sure","that","you","are",2
"sure","thats","how","i",2
"sure","the","fact","that",2
"sure","they","are","in",2
"sure","they","love","that",2
"sure","to","check","in",2
"sure","to","check","us",2
"sure","to","check","your",2
"sure","to","give","us",2
"sure","to","keep","an",2
"sure","to","let","me",2
"sure","to","link","your",2
"sure","to","mark","the",2
"sure","to","say","hi",2
"sure","to","spread","the",2
"sure","what","do","you",2
"sure","you","want","to",2
"surface","area","in","relation",2
"surface","with","a","rolling",2
"surgery","to","repair","a",2
"surgery","to","repair","his",2
"surprise","to","see","you",2
"surprised","to","find","out",2
"surprised","to","see","that",2
"surprised","to","see","the",2
"surrender","what","you","are",2
"surrounded","by","negative","people",2
"surrounded","by","people","who",2
"survive","the","storm","that",2
"survivor","of","holiday","lighting",2
"sweat","the","small","stuff",2
"sweet","and","tiny","baby",2
"swim","in","the","ocean",2
"swing","by","for","an",2
"switch","to","a","different",2
"sympathy","for","the","american",2
"symphony","of","the","southwest",2
"symptoms","of","the","disease",2
"system","is","not","consistent",2
"tackles","for","loss","and",2
"tackles","in","his","final",2
"tail","end","of","the",2
"take","a","bite","out",2
"take","a","breath","and",2
"take","a","bunch","of",2
"take","a","chance","and",2
"take","a","chance","on",2
"take","a","closer","look",2
"take","a","day","off",2
"take","a","deep","breath",2
"take","a","look","in",2
"take","a","minute","to",2
"take","a","moment","and",2
"take","a","photo","of",2
"take","a","picture","of",2
"take","a","trip","into",2
"take","advantage","of","the",2
"take","advantage","of","them",2
"take","advantage","of","this",2
"take","away","from","the",2
"take","away","the","pain",2
"take","care","of","his",2
"take","care","of","that",2
"take","control","of","the",2
"take","credit","for","it",2
"take","good","care","of",2
"take","him","to","the",2
"take","into","consideration","the",2
"take","it","from","her",2
"take","it","if","you",2
"take","it","to","the",2
"take","long","for","me",2
"take","long","for","the",2
"take","me","a","few",2
"take","me","years","to",2
"take","my","ass","to",2
"take","my","breath","away",2
"take","one","of","those",2
"take","place","behind","closed",2
"take","place","until","draft",2
"take","pride","in","being",2
"take","some","time","to",2
"take","the","place","of",2
"take","the","plunge","and",2
"take","the","stage","at",2
"take","up","the","issue",2
"take","up","to","a",2
"take","up","too","much",2
"take","what","we","want",2
"take","you","up","on",2
"take","you","where","you",2
"taken","a","break","from",2
"taken","aim","at","the",2
"taken","off","the","table",2
"taken","out","of","the",2
"taken","over","by","the",2
"taken","to","advocate","christ",2
"taken","to","mount","sinai",2
"taken","with","cinnamon","powder",2
"takes","a","lot","of",2
"takes","it","from","me",2
"takes","its","name","from",2
"takes","me","back","to",2
"takes","place","in","the",2
"takes","your","breath","away",2
"taking","a","break","and",2
"taking","a","trip","to",2
"taking","advantage","of","the",2
"taking","care","of","her",2
"taking","care","of","our",2
"taking","care","of","your",2
"taking","into","account","the",2
"taking","one","of","the",2
"taking","part","in","a",2
"taking","place","in","the",2
"taking","such","arcana","seriously",2
"taliban","claimed","responsibility","for",2
"talk","about","some","other",2
"talk","to","him","and",2
"talk","to","me","about",2
"talk","to","me","i",2
"talk","to","me","really",2
"talk","to","you","i",2
"talk","to","you","soon",2
"talk","to","you","tomorrow",2
"talk","will","be","followed",2
"talked","about","the","importance",2
"talked","to","her","about",2
"talked","to","me","all",2
"talking","about","how","he",2
"talking","to","him","and",2
"talking","to","people","in",2
"talking","to","people","who",2
"taught","me","how","to",2
"tax","credit","of","up",2
"teach","me","how","to",2
"teach","me","to","number",2
"teach","myself","how","to",2
"teach","that","the","sun",2
"teach","us","how","to",2
"teach","you","how","to",2
"teaching","and","learning","and",2
"team","abqs","best","danceclub",2
"team","in","all","of",2
"team","in","the","country",2
"team","in","the","field",2
"team","in","the","south",2
"team","is","going","to",2
"team","on","the","court",2
"team","two","years","allconference",2
"teammate","ray","salvadori","in",2
"teams","in","the","conference",2
"teams","in","the","league",2
"teams","in","the","nba",2
"teams","in","the","same",2
"tears","in","my","eyes",2
"tebow","would","have","been",2
"technology","engineering","and","math",2
"technology","engineering","and","mathematics",2
"technology","is","focused","on",2
"tell","anyone","i","had",2
"tell","everyone","you","know",2
"tell","her","that","i",2
"tell","her","that","shes",2
"tell","me","about","his",2
"tell","me","about","your",2
"tell","me","all","about",2
"tell","me","how","you",2
"tell","me","i","have",2
"tell","me","im","good",2
"tell","me","that","it",2
"tell","me","to","shut",2
"tell","me","what","is",2
"tell","me","what","the",2
"tell","me","what","you",2
"tell","me","where","to",2
"tell","others","to","follow",2
"tell","the","difference","between",2
"tell","them","the","truth",2
"tell","them","what","to",2
"tell","us","about","your",2
"tell","us","that","dragons",2
"tell","us","what","your",2
"tell","what","kind","of",2
"tell","you","a","little",2
"tell","you","about","it",2
"tell","you","that","i",2
"tell","you","that","ive",2
"tell","you","that","the",2
"tell","you","the","truth",2
"tell","you","they","are",2
"telling","me","not","to",2
"telling","myself","i","would",2
"telling","the","truth","i",2
"telling","them","that","he",2
"telling","us","how","she",2
"tells","you","theres","no",2
"temperatures","expected","to","reach",2
"temperatures","in","the","high",2
"temps","in","the","s",2
"tend","to","do","when",2
"tend","to","focus","on",2
"term","according","to","a",2
"terms","with","the","fact",2
"terrible","thing","will","happen",2
"test","tomorrow","and","i",2
"tested","positive","for","the",2
"tetracyclineresistant","bacteria","in","their",2
"texas","gov","rick","perry",2
"texas","md","anderson","cancer",2
"texas","prosecutor","who","brokered",2
"th","anniversary","this","year",2
"th","at","pm","at",2
"th","be","with","you",2
"th","birthday","and","i",2
"th","birthday","to","my",2
"th","century","and","the",2
"th","circuit","court","of",2
"th","grade","i","was",2
"th","in","the","nation",2
"th","in","the","nba",2
"th","in","total","defense",2
"th","just","in","time",2
"th","legislative","district","the",2
"th","ohio","house","district",2
"th","running","of","the",2
"than","a","decade","in",2
"than","a","lot","of",2
"than","a","mile","away",2
"than","a","quarter","century",2
"than","a","year","but",2
"than","an","hour","away",2
"than","any","other","city",2
"than","any","other","current",2
"than","any","other","us",2
"than","billion","in","the",2
"than","for","you","to",2
"than","grams","of","marijuana",2
"than","i","can","imagine",2
"than","i","had","anticipated",2
"than","i","thought","i",2
"than","it","is","to",2
"than","many","people","realize",2
"than","million","a","year",2
"than","million","in","the",2
"than","million","people","in",2
"than","most","of","the",2
"than","percent","of","the",2
"than","she","has","all",2
"than","that","of","the",2
"than","that","of","white",2
"than","the","first","time",2
"than","the","man","who",2
"than","the","one","i",2
"than","the","other","members",2
"than","the","sum","of",2
"than","there","was","before",2
"than","they","have","in",2
"than","three","years","of",2
"than","traditional","public","schools",2
"than","we","are","seeing",2
"than","what","we","can",2
"than","what","you","expect",2
"than","you","might","imagine",2
"than","you","will","ever",2
"thank","everyone","for","their",2
"thank","god","for","another",2
"thank","god","for","the",2
"thank","you","and","happy",2
"thank","you","and","i",2
"thank","you","and","you",2
"thank","you","both","for",2
"thank","you","enough","for",2
"thank","you","everyone","who",2
"thank","you","for","a",2
"thank","you","for","checking",2
"thank","you","for","giving",2
"thank","you","for","joining",2
"thank","you","for","playing",2
"thank","you","for","reading",2
"thank","you","for","tweeting",2
"thank","you","glad","to",2
"thank","you","guys","so",2
"thank","you","have","a",2
"thank","you","hope","you",2
"thank","you","i","appreciate",2
"thank","you","i","love",2
"thank","you","i","really",2
"thank","you","lord","for",2
"thank","you","now","i",2
"thank","you","thank","you",2
"thank","you","thanks","for",2
"thankful","for","this","year",2
"thanks","again","for","stopping",2
"thanks","everybody","for","the",2
"thanks","for","adding","me",2
"thanks","for","all","you",2
"thanks","for","asking","how",2
"thanks","for","being","here",2
"thanks","for","coming","by",2
"thanks","for","coming","in",2
"thanks","for","coming","to",2
"thanks","for","ff","have",2
"thanks","for","following","and",2
"thanks","for","following","better",2
"thanks","for","following","hope",2
"thanks","for","following","we",2
"thanks","for","helping","to",2
"thanks","for","hosting","a",2
"thanks","for","including","us",2
"thanks","for","joining","us",2
"thanks","for","making","my",2
"thanks","for","reading","and",2
"thanks","for","sharing","our",2
"thanks","for","sharing","this",2
"thanks","for","sharing","your",2
"thanks","for","the","following",2
"thanks","for","the","idea",2
"thanks","for","the","list",2
"thanks","for","the","mt",2
"thanks","for","the","plug",2
"thanks","for","the","prayers",2
"thanks","for","the","reminder",2
"thanks","for","the","retweets",2
"thanks","for","the","so",2
"thanks","for","the","suggestion",2
"thanks","for","the","sweet",2
"thanks","for","the","tutorial",2
"thanks","for","the","twitter",2
"thanks","for","your","patience",2
"thanks","for","your","time",2
"thanks","glad","you","enjoyed",2
"thanks","have","a","great",2
"thanks","i","think","were",2
"thanks","im","glad","you",2
"thanks","in","advance","for",2
"thanks","in","large","part",2
"thanks","man","glad","you",2
"thanks","so","glad","to",2
"thanks","so","much","hope",2
"thanks","so","much","im",2
"thanks","that","means","alot",2
"thanks","to","all","those",2
"thanks","to","everyone","for",2
"thanks","to","my","colleague",2
"thanks","to","my","friends",2
"thanks","to","the","generosity",2
"thanks","to","the","man",2
"thanks","to","those","who",2
"thanks","to","you","and",2
"thanks","very","much","for",2
"that","a","bunch","of",2
"that","a","couple","of",2
"that","a","few","of",2
"that","added","to","the",2
"that","all","of","these",2
"that","all","of","us",2
"that","all","of","you",2
"that","all","the","evidence",2
"that","all","the","time",2
"that","allowed","you","to",2
"that","allows","you","to",2
"that","among","its","other",2
"that","and","i","was",2
"that","another","one","of",2
"that","answers","my","question",2
"that","apple","has","been",2
"that","are","going","to",2
"that","are","located","at",2
"that","are","older","than",2
"that","are","on","the",2
"that","are","out","in",2
"that","are","sitting","on",2
"that","arose","on","the",2
"that","as","a","challenge",2
"that","as","a","christian",2
"that","at","least","for",2
"that","at","some","point",2
"that","bears","his","name",2
"that","because","of","the",2
"that","brings","me","to",2
"that","brought","him","to",2
"that","by","advancing","compelled",2
"that","came","in","the",2
"that","came","to","mind",2
"that","can","easily","be",2
"that","can","never","be",2
"that","can","stand","alone",2
"that","can","stop","you",2
"that","clings","to","the",2
"that","comes","out","in",2
"that","consists","of","a",2
"that","costs","rm","in",2
"that","could","be","a",2
"that","could","be","it",2
"that","could","cause","the",2
"that","could","have","been",2
"that","date","back","to",2
"that","did","not","happen",2
"that","didnt","come","out",2
"that","didnt","stop","us",2
"that","didnt","take","long",2
"that","does","not","involve",2
"that","does","not","make",2
"that","doesnt","have","a",2
"that","doesnt","look","like",2
"that","doesnt","mean","they",2
"that","each","of","us",2
"that","even","a","question",2
"that","even","before","i",2
"that","even","though","the",2
"that","experience","and","im",2
"that","feels","so","rough",2
"that","for","an","entire",2
"that","for","the","next",2
"that","girl","with","the",2
"that","god","does","not",2
"that","god","has","given",2
"that","god","is","in",2
"that","god","is","the",2
"that","goes","through","my",2
"that","got","a","lot",2
"that","great","to","begin",2
"that","greece","will","have",2
"that","had","a","lot",2
"that","had","been","expected",2
"that","had","to","be",2
"that","have","been","coming",2
"that","have","not","been",2
"that","have","to","be",2
"that","he","and","i",2
"that","he","can","be",2
"that","he","celebrated","his",2
"that","he","could","be",2
"that","he","could","do",2
"that","he","could","get",2
"that","he","could","not",2
"that","he","didnt","have",2
"that","he","didnt","think",2
"that","he","had","already",2
"that","he","had","been",2
"that","he","had","changed",2
"that","he","has","not",2
"that","he","has","the",2
"that","he","has","to",2
"that","he","has","worked",2
"that","he","intends","to",2
"that","he","paid","the",2
"that","he","told","me",2
"that","he","wanted","to",2
"that","he","wants","to",2
"that","he","was","in",2
"that","he","was","looking",2
"that","he","was","merely",2
"that","he","was","on",2
"that","he","wasnt","the",2
"that","he","will","take",2
"that","he","wont","be",2
"that","he","would","have",2
"that","he","would","stand",2
"that","he","wrote","the",2
"that","helps","you","to",2
"that","hes","one","of",2
"that","i","agree","with",2
"that","i","always","get",2
"that","i","am","all",2
"that","i","am","an",2
"that","i","am","getting",2
"that","i","am","grateful",2
"that","i","am","now",2
"that","i","am","still",2
"that","i","bought","for",2
"that","i","can","be",2
"that","i","can","do",2
"that","i","can","say",2
"that","i","can","talk",2
"that","i","can","think",2
"that","i","can","wear",2
"that","i","could","do",2
"that","i","could","go",2
"that","i","could","just",2
"that","i","could","share",2
"that","i","didnt","have",2
"that","i","didnt","think",2
"that","i","do","not",2
"that","i","dont","give",2
"that","i","dont","know",2
"that","i","dont","really",2
"that","i","dont","see",2
"that","i","dont","think",2
"that","i","fell","in",2
"that","i","forgot","about",2
"that","i","get","back",2
"that","i","get","excited",2
"that","i","go","to",2
"that","i","got","my",2
"that","i","got","the",2
"that","i","grew","up",2
"that","i","had","indeed",2
"that","i","had","no",2
